2	2.0	165
3	2.6754966887417218	302
4	3.357142857142857	672
5	4.067524115755627	1555
6	4.65715559518502	2243
7	5.277207392197125	2922
8	5.8647711511789185	2884
9	6.485004544077552	3301
10	7.28124031007752	3225
11	7.926002766251729	2892
12	8.477226376614547	2942
13	9.086552217453505	2796
14	9.98324958123953	2388
15	10.320665083135392	2105
16	11.12475442043222	2036
17	11.729424421732114	1859
18	11.975526852481305	1471
19	12.553444180522565	1263
20	13.319283456269758	949
21	13.803482587064677	804
22	14.336375488917861	767
23	14.697933227344992	629
24	15.25287356321839	522
25	15.840182648401827	438
26	16.259887005649716	354
27	16.77104377104377	297
28	17.30801687763713	237
29	17.77777777777778	198
30	18.099378881987576	161
31	18.638297872340427	94
32	18.974358974358974	78
33	19.735294117647058	68
34	20.52	50
35	20.833333333333332	36
36	21.333333333333332	30
37	21.923076923076923	26
38	23.176470588235293	17
39	23.875	16
40	23.789473684210527	19
